Identifier,Age,Schooling,Choice,Wage,Choice_t_1,Experience_Blue,Experience_Military,Experience_White
,,,,,,7.0,,
4630.0,16.0,10.0,Schooling,,,,,
4630.0,17.0,11.0,Schooling,,Schooling,,,
4630.0,18.0,12.0,Home,,Schooling,,,
4630.0,19.0,12.0,Blue,20680.26,Home,1.0,,
4630.0,20.0,12.0,Blue,23613.32,Blue,2.0,,
4630.0,21.0,12.0,Blue,36745.46,Blue,3.0,,
4630.0,22.0,12.0,Blue,38333.4,Blue,4.0,,
4630.0,23.0,12.0,Blue,36725.77,Blue,5.0,,
4630.0,24.0,12.0,Blue,33052.07,Blue,6.0,,
,,,,,,6.0,,
,,,,,,6.0,,
4635.0,16.0,10.0,Schooling,,,,,
4635.0,17.0,11.0,Schooling,,Schooling,,,
4635.0,18.0,12.0,Schooling,,Schooling,,,
4635.0,19.0,13.0,Schooling,,Schooling,,,
4635.0,20.0,14.0,White,,Schooling,,,1.0
4635.0,21.0,14.0,White,,White,,,2.0
4635.0,22.0,14.0,Blue,,White,1.0,,2.0
4635.0,23.0,14.0,Blue,10374.58,Blue,2.0,,2.0
4635.0,24.0,14.0,Military,9812.437,Blue,2.0,1.0,2.0
4635.0,25.0,14.0,Military,13076.56,Military,2.0,2.0,2.0
,,,,,,2.0,2.0,2.0
4639.0,16.0,10.0,Schooling,,,,,
4639.0,17.0,11.0,Home,,Schooling,,,
4639.0,18.0,11.0,Home,,Home,,,
4639.0,19.0,11.0,Home,,Home,,,
4639.0,20.0,11.0,Blue,,Home,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
4640.0,16.0,9.0,Schooling,,,,,
4640.0,17.0,10.0,Schooling,,Schooling,,,
4640.0,18.0,11.0,Schooling,,Schooling,,,
4640.0,19.0,12.0,Blue,16048.13,Schooling,1.0,,
4640.0,20.0,12.0,Home,,Blue,1.0,,
4640.0,21.0,12.0,Blue,13534.33,Home,2.0,,
4640.0,22.0,12.0,Blue,11107.2,Blue,3.0,,
4640.0,23.0,12.0,Blue,13649.67,Blue,4.0,,
,,,,,,4.0,,
,,,,,,4.0,,
,,,,,,4.0,,
4642.0,16.0,10.0,Schooling,,,,,
4642.0,17.0,11.0,Schooling,,Schooling,,,
4642.0,18.0,12.0,Home,,Schooling,,,
4642.0,19.0,12.0,Schooling,,Home,,,
4642.0,20.0,13.0,Home,,Schooling,,,
4642.0,21.0,13.0,Home,,Home,,,
4642.0,22.0,13.0,Military,13187.67,Home,,1.0,
4642.0,23.0,13.0,Military,14679.11,Military,,2.0,
,,,,,,,2.0,
,,,,,,,2.0,
,,,,,,,2.0,
4643.0,16.0,9.0,Schooling,,,,,
4643.0,17.0,10.0,Schooling,,Schooling,,,
4643.0,18.0,11.0,Military,7280.157,Schooling,,1.0,
4643.0,19.0,11.0,Military,10168.08,Military,,2.0,
4643.0,20.0,11.0,Military,13381.32,Military,,3.0,
4643.0,21.0,11.0,Military,12579.08,Military,,4.0,
4643.0,22.0,11.0,Military,13407.13,Military,,5.0,
4643.0,23.0,11.0,Military,14014.84,Military,,6.0,
4643.0,24.0,11.0,Military,,Military,,7.0,
4643.0,25.0,11.0,Military,,Military,,8.0,
,,,,,,,8.0,
4647.0,16.0,10.0,Schooling,,,,,
4647.0,17.0,11.0,Schooling,,Schooling,,,
4647.0,18.0,12.0,White,,Schooling,,,1.0
4647.0,19.0,12.0,Schooling,,White,,,1.0
4647.0,20.0,13.0,Schooling,,Schooling,,,1.0
4647.0,21.0,14.0,White,,Schooling,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
4648.0,16.0,10.0,Schooling,,,,,
4648.0,17.0,11.0,Schooling,,Schooling,,,
4648.0,18.0,12.0,Military,8394.734,Schooling,,1.0,
4648.0,19.0,12.0,Military,9404.598,Military,,2.0,
4648.0,20.0,12.0,Blue,5278.486,Military,1.0,2.0,
4648.0,21.0,12.0,Home,,Blue,1.0,2.0,
4648.0,22.0,12.0,Schooling,,Home,1.0,2.0,
4648.0,23.0,13.0,Home,,Schooling,1.0,2.0,
,,,,,,1.0,2.0,
,,,,,,1.0,2.0,
,,,,,,1.0,2.0,
4654.0,16.0,10.0,Home,,,,,
4654.0,17.0,10.0,Home,,Home,,,
4654.0,18.0,10.0,Home,,Home,,,
4654.0,19.0,10.0,Schooling,,Home,,,
4654.0,20.0,11.0,White,9867.145,Schooling,,,1.0
4654.0,21.0,11.0,Blue,14511.66,White,1.0,,1.0
4654.0,22.0,11.0,Home,,Blue,1.0,,1.0
4654.0,23.0,11.0,Home,,Home,1.0,,1.0
,,,,,,1.0,,1.0
,,,,,,1.0,,1.0
,,,,,,1.0,,1.0
4661.0,16.0,10.0,Schooling,,,,,
4661.0,17.0,11.0,Schooling,,Schooling,,,
4661.0,18.0,12.0,Schooling,,Schooling,,,
4661.0,19.0,13.0,Schooling,,Schooling,,,
4661.0,20.0,14.0,Blue,,Schooling,1.0,,
4661.0,21.0,14.0,Home,,Blue,1.0,,
4661.0,22.0,14.0,Home,,Home,1.0,,
4661.0,23.0,14.0,Home,,Home,1.0,,
4661.0,24.0,14.0,Blue,,Home,2.0,,
4661.0,25.0,14.0,Blue,19172.9,Blue,3.0,,
4661.0,26.0,14.0,White,11643.69,Blue,3.0,,1.0
4667.0,16.0,11.0,Schooling,,,,,
4667.0,17.0,12.0,Schooling,,Schooling,,,
4667.0,18.0,13.0,Schooling,,Schooling,,,
4667.0,19.0,14.0,Schooling,,Schooling,,,
4667.0,20.0,15.0,Schooling,,Schooling,,,
4667.0,21.0,16.0,Schooling,,Schooling,,,
4667.0,22.0,17.0,White,11821.17,Schooling,,,1.0
4667.0,23.0,17.0,White,,White,,,2.0
4667.0,24.0,17.0,White,27742.64,White,,,3.0
4667.0,25.0,17.0,White,45252.55,White,,,4.0
,,,,,,,,4.0
4668.0,16.0,10.0,Schooling,,,,,
4668.0,17.0,11.0,Schooling,,Schooling,,,
4668.0,18.0,12.0,Schooling,,Schooling,,,
4668.0,19.0,13.0,Schooling,,Schooling,,,
4668.0,20.0,14.0,Schooling,,Schooling,,,
4668.0,21.0,15.0,Blue,8220.3,Schooling,1.0,,
4668.0,22.0,15.0,Schooling,,Blue,1.0,,
4668.0,23.0,16.0,White,25418.97,Schooling,1.0,,1.0
4668.0,24.0,16.0,White,40702.46,White,1.0,,2.0
4668.0,25.0,16.0,White,35910.55,White,1.0,,3.0
4668.0,26.0,16.0,White,38277.58,White,1.0,,4.0
4669.0,16.0,10.0,Schooling,,,,,
4669.0,17.0,11.0,Schooling,,Schooling,,,
4669.0,18.0,12.0,Schooling,,Schooling,,,
4669.0,19.0,13.0,Schooling,,Schooling,,,
4669.0,20.0,14.0,White,14825.11,Schooling,,,1.0
4669.0,21.0,14.0,White,23370.92,White,,,2.0
4669.0,22.0,14.0,White,32113.96,White,,,3.0
4669.0,23.0,14.0,White,25430.08,White,,,4.0
,,,,,,,,4.0
,,,,,,,,4.0
,,,,,,,,4.0
4671.0,16.0,10.0,Schooling,,,,,
4671.0,17.0,11.0,Home,,Schooling,,,
4671.0,18.0,11.0,Home,,Home,,,
4671.0,19.0,11.0,Blue,18604.97,Home,1.0,,
4671.0,20.0,11.0,Blue,10978.51,Blue,2.0,,
4671.0,21.0,11.0,Home,,Blue,2.0,,
4671.0,22.0,11.0,Blue,11180.56,Home,3.0,,
4671.0,23.0,11.0,Blue,,Blue,4.0,,
4671.0,24.0,11.0,Blue,,Blue,5.0,,
4671.0,25.0,11.0,Blue,22739.92,Blue,6.0,,
4671.0,26.0,11.0,Blue,15599.63,Blue,7.0,,
4676.0,16.0,10.0,Schooling,,,,,
4676.0,17.0,11.0,Schooling,,Schooling,,,
4676.0,18.0,12.0,Blue,8694.398,Schooling,1.0,,
4676.0,19.0,12.0,Blue,7794.24,Blue,2.0,,
4676.0,20.0,12.0,Blue,12530.44,Blue,3.0,,
4676.0,21.0,12.0,Blue,12044.53,Blue,4.0,,
4676.0,22.0,12.0,Blue,13853.52,Blue,5.0,,
4676.0,23.0,12.0,Blue,16860.59,Blue,6.0,,
4676.0,24.0,12.0,Blue,20674.39,Blue,7.0,,
4676.0,25.0,12.0,Blue,23545.68,Blue,8.0,,
,,,,,,8.0,,
4677.0,16.0,11.0,Schooling,,,,,
4677.0,17.0,12.0,Blue,8293.824,Schooling,1.0,,
4677.0,18.0,12.0,White,19345.59,Blue,1.0,,1.0
4677.0,19.0,12.0,White,21580.91,White,1.0,,2.0
4677.0,20.0,12.0,White,19038.44,White,1.0,,3.0
4677.0,21.0,12.0,White,,White,1.0,,4.0
4677.0,22.0,12.0,White,20249.43,White,1.0,,5.0
4677.0,23.0,12.0,White,22165.28,White,1.0,,6.0
4677.0,24.0,12.0,White,22942.06,White,1.0,,7.0
4677.0,25.0,12.0,White,18739.06,White,1.0,,8.0
,,,,,,1.0,,8.0
4680.0,16.0,11.0,Schooling,,,,,
4680.0,17.0,12.0,Blue,,Schooling,1.0,,
4680.0,18.0,12.0,Home,,Blue,1.0,,
4680.0,19.0,12.0,Home,,Home,1.0,,
4680.0,20.0,12.0,White,9904.498,Home,1.0,,1.0
4680.0,21.0,12.0,White,,White,1.0,,2.0
4680.0,22.0,12.0,White,9902.646,White,1.0,,3.0
4680.0,23.0,12.0,White,12447.07,White,1.0,,4.0
4680.0,24.0,12.0,White,14602.15,White,1.0,,5.0
4680.0,25.0,12.0,Blue,37131.26,White,2.0,,5.0
4680.0,26.0,12.0,Blue,29696.6,Blue,3.0,,5.0
4687.0,16.0,11.0,Schooling,,,,,
4687.0,17.0,12.0,Schooling,,Schooling,,,
4687.0,18.0,13.0,Blue,,Schooling,1.0,,
4687.0,19.0,13.0,Home,,Blue,1.0,,
4687.0,20.0,13.0,Military,8737.563,Home,1.0,1.0,
4687.0,21.0,13.0,Military,18307.69,Military,1.0,2.0,
4687.0,22.0,13.0,Military,14254.67,Military,1.0,3.0,
4687.0,23.0,13.0,Military,12876.87,Military,1.0,4.0,
4687.0,24.0,13.0,Blue,17471.59,Military,2.0,4.0,
,,,,,,2.0,4.0,
,,,,,,2.0,4.0,
4693.0,16.0,10.0,Schooling,,,,,
4693.0,17.0,11.0,Schooling,,Schooling,,,
4693.0,18.0,12.0,Schooling,,Schooling,,,
4693.0,19.0,13.0,Schooling,,Schooling,,,
4693.0,20.0,14.0,Schooling,,Schooling,,,
4693.0,21.0,15.0,Home,,Schooling,,,
4693.0,22.0,15.0,Schooling,,Home,,,
4693.0,23.0,16.0,White,43721.29,Schooling,,,1.0
4693.0,24.0,16.0,White,18739.06,White,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
4697.0,16.0,10.0,Schooling,,,,,
4697.0,17.0,11.0,Schooling,,Schooling,,,
4697.0,18.0,12.0,Schooling,,Schooling,,,
4697.0,19.0,13.0,Schooling,,Schooling,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
4698.0,16.0,10.0,Schooling,,,,,
4698.0,17.0,11.0,Schooling,,Schooling,,,
4698.0,18.0,12.0,Schooling,,Schooling,,,
4698.0,19.0,13.0,Schooling,,Schooling,,,
4698.0,20.0,14.0,Schooling,,Schooling,,,
4698.0,21.0,15.0,Home,,Schooling,,,
4698.0,22.0,15.0,Schooling,,Home,,,
4698.0,23.0,16.0,White,17380.38,Schooling,,,1.0
,,,,,,,,1.0
,,,,,,,,1.0
,,,,,,,,1.0
4699.0,16.0,10.0,Schooling,,,,,
4699.0,17.0,11.0,Schooling,,Schooling,,,
4699.0,18.0,12.0,Schooling,,Schooling,,,
4699.0,19.0,13.0,Schooling,,Schooling,,,
4699.0,20.0,14.0,White,,Schooling,,,1.0
4699.0,21.0,14.0,White,26761.18,White,,,2.0
4699.0,22.0,14.0,White,,White,,,3.0
4699.0,23.0,14.0,White,25860.41,White,,,4.0
4699.0,24.0,14.0,White,,White,,,5.0
4699.0,25.0,14.0,White,39779.46,White,,,6.0
4699.0,26.0,14.0,White,45476.82,White,,,7.0
4702.0,16.0,10.0,Schooling,,,,,
4702.0,17.0,11.0,Schooling,,Schooling,,,
4702.0,18.0,12.0,Schooling,,Schooling,,,
4702.0,19.0,13.0,Home,,Schooling,,,
4702.0,20.0,13.0,Schooling,,Home,,,
4702.0,21.0,14.0,Blue,17596.43,Schooling,1.0,,
4702.0,22.0,14.0,Blue,25217.12,Blue,2.0,,
4702.0,23.0,14.0,Blue,,Blue,3.0,,
4702.0,24.0,14.0,Blue,39369.52,Blue,4.0,,
,,,,,,4.0,,
,,,,,,4.0,,
4707.0,16.0,10.0,Schooling,,,,,
4707.0,17.0,11.0,Schooling,,Schooling,,,
4707.0,18.0,12.0,Home,,Schooling,,,
4707.0,19.0,12.0,Blue,18464.27,Home,1.0,,
4707.0,20.0,12.0,Blue,18446.49,Blue,2.0,,
4707.0,21.0,12.0,Blue,28447.0,Blue,3.0,,
4707.0,22.0,12.0,Blue,38942.41,Blue,4.0,,
4707.0,23.0,12.0,Blue,39911.63,Blue,5.0,,
,,,,,,5.0,,
,,,,,,5.0,,
,,,,,,5.0,,
4722.0,16.0,10.0,Schooling,,,,,
4722.0,17.0,11.0,Schooling,,Schooling,,,
4722.0,18.0,12.0,White,9955.503,Schooling,,,1.0
4722.0,19.0,12.0,Blue,15817.5,White,1.0,,1.0
4722.0,20.0,12.0,Blue,11470.81,Blue,2.0,,1.0
4722.0,21.0,12.0,Home,,Blue,2.0,,1.0
4722.0,22.0,12.0,White,10139.92,Home,2.0,,2.0
4722.0,23.0,12.0,White,12196.43,White,2.0,,3.0
4722.0,24.0,12.0,White,14748.09,White,2.0,,4.0
4722.0,25.0,12.0,White,15616.54,White,2.0,,5.0
4722.0,26.0,12.0,White,16427.38,White,2.0,,6.0
4732.0,16.0,9.0,Schooling,,,,,
4732.0,17.0,10.0,Schooling,,Schooling,,,
4732.0,18.0,11.0,Schooling,,Schooling,,,
4732.0,19.0,12.0,Home,,Schooling,,,
4732.0,20.0,12.0,Blue,4627.717,Home,1.0,,
4732.0,21.0,12.0,Blue,6236.742,Blue,2.0,,
4732.0,22.0,12.0,Blue,6660.602,Blue,3.0,,
4732.0,23.0,12.0,Blue,6942.569,Blue,4.0,,
4732.0,24.0,12.0,Blue,7174.955,Blue,5.0,,
4732.0,25.0,12.0,Blue,16373.73,Blue,6.0,,
,,,,,,6.0,,
4736.0,16.0,8.0,Home,,,,,
4736.0,17.0,8.0,Home,,Home,,,
4736.0,18.0,8.0,Home,,Home,,,
4736.0,19.0,8.0,Home,,Home,,,
4736.0,20.0,8.0,Home,,Home,,,
4736.0,21.0,8.0,Home,,Home,,,
4736.0,22.0,8.0,Home,,Home,,,
4736.0,23.0,8.0,Home,,Home,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
4740.0,16.0,10.0,Home,,,,,
4740.0,17.0,10.0,Schooling,,Home,,,
4740.0,18.0,11.0,Schooling,,Schooling,,,
4740.0,19.0,12.0,Home,,Schooling,,,
4740.0,20.0,12.0,Home,,Home,,,
4740.0,21.0,12.0,Home,,Home,,,
4740.0,22.0,12.0,Home,,Home,,,
4740.0,23.0,12.0,Home,,Home,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
4747.0,16.0,9.0,Schooling,,,,,
4747.0,17.0,10.0,Schooling,,Schooling,,,
4747.0,18.0,11.0,Schooling,,Schooling,,,
4747.0,19.0,12.0,Home,,Schooling,,,
4747.0,20.0,12.0,Military,9599.896,Home,,1.0,
4747.0,21.0,12.0,Military,7830.703,Military,,2.0,
4747.0,22.0,12.0,Military,9315.371,Military,,3.0,
4747.0,23.0,12.0,Home,,Military,,3.0,
,,,,,,,3.0,
,,,,,,,3.0,
,,,,,,,3.0,
4750.0,16.0,10.0,Schooling,,,,,
4750.0,17.0,11.0,Schooling,,Schooling,,,
4750.0,18.0,12.0,Blue,16826.12,Schooling,1.0,,
4750.0,19.0,12.0,Blue,17899.73,Blue,2.0,,
4750.0,20.0,12.0,Blue,15509.46,Blue,3.0,,
4750.0,21.0,12.0,Blue,16639.35,Blue,4.0,,
4750.0,22.0,12.0,Blue,15218.19,Blue,5.0,,
4750.0,23.0,12.0,Blue,12732.36,Blue,6.0,,
4750.0,24.0,12.0,Blue,9020.35,Blue,7.0,,
4750.0,25.0,12.0,Blue,8982.201,Blue,8.0,,
4750.0,26.0,12.0,Blue,27027.04,Blue,9.0,,
4751.0,16.0,9.0,Schooling,,,,,
4751.0,17.0,10.0,Schooling,,Schooling,,,
4751.0,18.0,11.0,Blue,17766.74,Schooling,1.0,,
4751.0,19.0,11.0,Blue,16220.21,Blue,2.0,,
4751.0,20.0,11.0,Blue,15003.24,Blue,3.0,,
4751.0,21.0,11.0,Blue,14528.72,Blue,4.0,,
4751.0,22.0,11.0,Blue,11371.69,Blue,5.0,,
4751.0,23.0,11.0,Blue,11726.74,Blue,6.0,,
4751.0,24.0,11.0,Blue,14887.77,Blue,7.0,,
4751.0,25.0,11.0,Blue,14876.95,Blue,8.0,,
4751.0,26.0,11.0,Blue,17666.58,Blue,9.0,,
4752.0,16.0,10.0,Schooling,,,,,
4752.0,17.0,11.0,Schooling,,Schooling,,,
4752.0,18.0,12.0,Home,,Schooling,,,
4752.0,19.0,12.0,Home,,Home,,,
4752.0,20.0,12.0,Home,,Home,,,
4752.0,21.0,12.0,Blue,14244.67,Home,1.0,,
4752.0,22.0,12.0,Blue,15950.14,Blue,2.0,,
4752.0,23.0,12.0,Blue,15681.37,Blue,3.0,,
4752.0,24.0,12.0,Blue,17270.08,Blue,4.0,,
,,,,,,4.0,,
,,,,,,4.0,,
4755.0,16.0,9.0,Schooling,,,,,
4755.0,17.0,10.0,Schooling,,Schooling,,,
4755.0,18.0,11.0,Schooling,,Schooling,,,
4755.0,19.0,12.0,White,7519.36,Schooling,,,1.0
4755.0,20.0,12.0,White,7297.862,White,,,2.0
4755.0,21.0,12.0,Military,8281.826,White,,1.0,2.0
4755.0,22.0,12.0,Military,9268.688,Military,,2.0,2.0
4755.0,23.0,12.0,Military,,Military,,3.0,2.0
4755.0,24.0,12.0,Military,,Military,,4.0,2.0
4755.0,25.0,12.0,Blue,21059.49,Military,1.0,4.0,2.0
,,,,,,1.0,4.0,2.0
4756.0,16.0,10.0,Schooling,,,,,
4756.0,17.0,11.0,Schooling,,Schooling,,,
4756.0,18.0,12.0,Schooling,,Schooling,,,
4756.0,19.0,13.0,Schooling,,Schooling,,,
4756.0,20.0,14.0,Schooling,,Schooling,,,
4756.0,21.0,15.0,Schooling,,Schooling,,,
4756.0,22.0,16.0,Home,,Schooling,,,
4756.0,23.0,16.0,White,35015.11,Home,,,1.0
4756.0,24.0,16.0,White,39788.27,White,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
4760.0,16.0,10.0,Schooling,,,,,
4760.0,17.0,11.0,Schooling,,Schooling,,,
4760.0,18.0,12.0,Schooling,,Schooling,,,
4760.0,19.0,13.0,Schooling,,Schooling,,,
4760.0,20.0,14.0,Schooling,,Schooling,,,
4760.0,21.0,15.0,Schooling,,Schooling,,,
4760.0,22.0,16.0,Home,,Schooling,,,
4760.0,23.0,16.0,Blue,5383.175,Home,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
4765.0,16.0,9.0,Schooling,,,,,
4765.0,17.0,10.0,Schooling,,Schooling,,,
4765.0,18.0,11.0,Schooling,,Schooling,,,
4765.0,19.0,12.0,Home,,Schooling,,,
4765.0,20.0,12.0,Military,10191.07,Home,,1.0,
4765.0,21.0,12.0,Military,10312.65,Military,,2.0,
4765.0,22.0,12.0,Military,19272.04,Military,,3.0,
4765.0,23.0,12.0,Military,25566.59,Military,,4.0,
4765.0,24.0,12.0,Military,30407.85,Military,,5.0,
,,,,,,,5.0,
,,,,,,,5.0,
4770.0,16.0,10.0,Schooling,,,,,
4770.0,17.0,11.0,Schooling,,Schooling,,,
4770.0,18.0,12.0,Blue,9747.707,Schooling,1.0,,
4770.0,19.0,12.0,Blue,3713.404,Blue,2.0,,
4770.0,20.0,12.0,Home,,Blue,2.0,,
4770.0,21.0,12.0,Blue,11524.91,Home,3.0,,
4770.0,22.0,12.0,Blue,10096.53,Blue,4.0,,
4770.0,23.0,12.0,Blue,10968.49,Blue,5.0,,
,,,,,,5.0,,
,,,,,,5.0,,
,,,,,,5.0,,
4773.0,16.0,7.0,Home,,,,,
4773.0,17.0,7.0,Home,,Home,,,
4773.0,18.0,7.0,Home,,Home,,,
4773.0,19.0,7.0,Home,,Home,,,
4773.0,20.0,7.0,Home,,Home,,,
4773.0,21.0,7.0,Home,,Home,,,
4773.0,22.0,7.0,Home,,Home,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
4776.0,16.0,9.0,Schooling,,,,,
4776.0,17.0,10.0,Schooling,,Schooling,,,
4776.0,18.0,11.0,Schooling,,Schooling,,,
4776.0,19.0,12.0,Home,,Schooling,,,
4776.0,20.0,12.0,Home,,Home,,,
4776.0,21.0,12.0,Home,,Home,,,
4776.0,22.0,12.0,Blue,11322.39,Home,1.0,,
4776.0,23.0,12.0,Blue,5827.159,Blue,2.0,,
4776.0,24.0,12.0,Home,,Blue,2.0,,
4776.0,25.0,12.0,Blue,8774.781,Home,3.0,,
,,,,,,3.0,,
4779.0,16.0,9.0,Schooling,,,,,
4779.0,17.0,10.0,Home,,Schooling,,,
4779.0,18.0,10.0,Home,,Home,,,
4779.0,19.0,10.0,Home,,Home,,,
4779.0,20.0,10.0,Home,,Home,,,
4779.0,21.0,10.0,Home,,Home,,,
4779.0,22.0,10.0,Blue,,Home,1.0,,
4779.0,23.0,10.0,Home,,Blue,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
4786.0,16.0,10.0,Schooling,,,,,
4786.0,17.0,11.0,Schooling,,Schooling,,,
4786.0,18.0,12.0,Home,,Schooling,,,
4786.0,19.0,12.0,Home,,Home,,,
4786.0,20.0,12.0,Home,,Home,,,
4786.0,21.0,12.0,Blue,9424.44,Home,1.0,,
4786.0,22.0,12.0,Blue,7481.186,Blue,2.0,,
4786.0,23.0,12.0,Blue,7195.32,Blue,3.0,,
,,,,,,3.0,,
,,,,,,3.0,,
,,,,,,3.0,,
4789.0,16.0,10.0,Schooling,,,,,
4789.0,17.0,11.0,Schooling,,Schooling,,,
4789.0,18.0,12.0,Blue,22055.55,Schooling,1.0,,
4789.0,19.0,12.0,Home,,Blue,1.0,,
4789.0,20.0,12.0,Home,,Home,1.0,,
4789.0,21.0,12.0,Home,,Home,1.0,,
4789.0,22.0,12.0,Home,,Home,1.0,,
4789.0,23.0,12.0,Home,,Home,1.0,,
4789.0,24.0,12.0,Home,,Home,1.0,,
4789.0,25.0,12.0,Blue,22286.01,Home,2.0,,
,,,,,,2.0,,
4793.0,16.0,10.0,Schooling,,,,,
4793.0,17.0,11.0,Schooling,,Schooling,,,
4793.0,18.0,12.0,Schooling,,Schooling,,,
4793.0,19.0,13.0,Schooling,,Schooling,,,
4793.0,20.0,14.0,Schooling,,Schooling,,,
4793.0,21.0,15.0,Schooling,,Schooling,,,
4793.0,22.0,16.0,Home,,Schooling,,,
4793.0,23.0,16.0,Home,,Home,,,
4793.0,24.0,16.0,White,23423.8,Home,,,1.0
,,,,,,,,1.0
,,,,,,,,1.0
4794.0,16.0,10.0,Schooling,,,,,
4794.0,17.0,11.0,Schooling,,Schooling,,,
4794.0,18.0,12.0,Schooling,,Schooling,,,
4794.0,19.0,13.0,Home,,Schooling,,,
4794.0,20.0,13.0,Schooling,,Home,,,
4794.0,21.0,14.0,Home,,Schooling,,,
4794.0,22.0,14.0,Home,,Home,,,
4794.0,23.0,14.0,Home,,Home,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
4799.0,16.0,10.0,Schooling,,,,,
4799.0,17.0,11.0,Home,,Schooling,,,
4799.0,18.0,11.0,Home,,Home,,,
4799.0,19.0,11.0,Home,,Home,,,
4799.0,20.0,11.0,Home,,Home,,,
4799.0,21.0,11.0,Home,,Home,,,
4799.0,22.0,11.0,Home,,Home,,,
4799.0,23.0,11.0,Home,,Home,,,
4799.0,24.0,11.0,Blue,,Home,1.0,,
4799.0,25.0,11.0,Home,,Blue,1.0,,
,,,,,,1.0,,
4805.0,16.0,10.0,Schooling,,,,,
4805.0,17.0,11.0,Schooling,,Schooling,,,
4805.0,18.0,12.0,Blue,15810.08,Schooling,1.0,,
4805.0,19.0,12.0,Blue,16532.08,Blue,2.0,,
4805.0,20.0,12.0,Blue,15748.93,Blue,3.0,,
4805.0,21.0,12.0,White,16455.54,Blue,3.0,,1.0
4805.0,22.0,12.0,Home,,White,3.0,,1.0
4805.0,23.0,12.0,Blue,9852.908,Home,4.0,,1.0
4805.0,24.0,12.0,Blue,5898.66,Blue,5.0,,1.0
4805.0,25.0,12.0,Schooling,,Blue,5.0,,1.0
,,,,,,5.0,,1.0
4813.0,16.0,10.0,Schooling,,,,,
4813.0,17.0,11.0,Schooling,,Schooling,,,
4813.0,18.0,12.0,Home,,Schooling,,,
4813.0,19.0,12.0,Blue,5354.19,Home,1.0,,
4813.0,20.0,12.0,Blue,,Blue,2.0,,
4813.0,21.0,12.0,Home,,Blue,2.0,,
4813.0,22.0,12.0,Blue,16219.37,Home,3.0,,
4813.0,23.0,12.0,Blue,16987.9,Blue,4.0,,
,,,,,,4.0,,
,,,,,,4.0,,
,,,,,,4.0,,
4816.0,16.0,10.0,Schooling,,,,,
4816.0,17.0,11.0,Schooling,,Schooling,,,
4816.0,18.0,12.0,Schooling,,Schooling,,,
4816.0,19.0,13.0,Schooling,,Schooling,,,
4816.0,20.0,14.0,Schooling,,Schooling,,,
4816.0,21.0,15.0,Schooling,,Schooling,,,
4816.0,22.0,16.0,White,208572.3,Schooling,,,1.0
4816.0,23.0,16.0,White,30224.26,White,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
4823.0,16.0,10.0,Schooling,,,,,
4823.0,17.0,11.0,Schooling,,Schooling,,,
4823.0,18.0,12.0,Military,8632.812,Schooling,,1.0,
4823.0,19.0,12.0,Military,12544.17,Military,,2.0,
4823.0,20.0,12.0,Military,16734.1,Military,,3.0,
4823.0,21.0,12.0,Military,18560.59,Military,,4.0,
4823.0,22.0,12.0,Military,20599.91,Military,,5.0,
4823.0,23.0,12.0,Military,18376.12,Military,,6.0,
4823.0,24.0,12.0,Military,18443.54,Military,,7.0,
4823.0,25.0,12.0,Military,20600.42,Military,,8.0,
,,,,,,,8.0,
4828.0,16.0,10.0,Schooling,,,,,
4828.0,17.0,11.0,Schooling,,Schooling,,,
4828.0,18.0,12.0,Schooling,,Schooling,,,
4828.0,19.0,13.0,Blue,,Schooling,1.0,,
4828.0,20.0,13.0,White,25904.45,Blue,1.0,,1.0
4828.0,21.0,13.0,White,30140.5,White,1.0,,2.0
4828.0,22.0,13.0,White,25915.72,White,1.0,,3.0
4828.0,23.0,13.0,Blue,,White,2.0,,3.0
4828.0,24.0,13.0,Schooling,,Blue,2.0,,3.0
4828.0,25.0,14.0,Schooling,,Schooling,2.0,,3.0
4828.0,26.0,15.0,Schooling,,Schooling,2.0,,3.0
4829.0,16.0,10.0,Schooling,,,,,
4829.0,17.0,11.0,Schooling,,Schooling,,,
4829.0,18.0,12.0,Schooling,,Schooling,,,
4829.0,19.0,13.0,Schooling,,Schooling,,,
4829.0,20.0,14.0,Home,,Schooling,,,
4829.0,21.0,14.0,Military,14796.55,Home,,1.0,
4829.0,22.0,14.0,Military,16338.95,Military,,2.0,
4829.0,23.0,14.0,Military,17802.53,Military,,3.0,
